SynsetID|Definition|English|Spanish|French|Italian|Portuguese|Romanian|German
imagination.n.01|the formation of a mental image of something that is not perceived as real and is not present to the senses|imagination|imaginación|fantaisie|immaginativa|imaginação|imaginare|imagjinatë
hell.n.03|(Christianity) the abode of Satan and the forces of evil; where sinners suffer eternal punishment; - John Milton; ; -Dr. Johnson|Hell|infierno|Inferno|inferno|inferno|gheenă|ferr
invention.n.01|the creation of something in the mind|invention|concepción|conception|concezione|concepção|concepere|sajim
skill.n.01|an ability that has been acquired by training|skill|arte|accomplissement|abilità|habilidade|deprindere|aftësi
inability.n.01|lack of ability (especially mental ability) to do something|inability|incapacidad|incapacité|inabilità|incapacidade|incapacitate|pazotësi
faculty.n.01|one of the inherent cognitive or perceptual powers of the mind|faculty|facultad|faculté|facoltà|faculdade|facultate|aftësi
language.n.05|the mental faculty or power of vocal communication|language|habla|langage|favella|discurso|limbaj|folur
memory.n.03|the power of retaining and recalling past experience|memory|memoria|mémoire|memoria|memória|memorie|kujtesë
reason.n.03|the capacity for rational thought or inference or discrimination|reason|entendimiento|abord|intelletto|entendimento|judecată|arsyetim
volition.n.01|the capability of conscious choice and decision and intention; - George Meredith|volition|volición|testament|arbitrio|vontade|voie|vullnet
method.n.01|a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)|method|método|mode|metodo|Método|metodă|metodë
system.n.04|a complex of methods or rules governing behavior|system|sistema|système|ordinamento|sistema|sistem|sistem
concern.n.01|something that interests you because it is important or affects you|concern|inquietud|intérêt|interesse|interesse|preocupare|punë
matter.n.01|a vaguely specified concern|matter|asunto|affaire|affare|interesse|chestie|punë
awareness.n.01|having knowledge of|awareness|conciencia|connaissance|consapevolezza|conhecimento|cunoștință|dieni
coma.n.01|a state of deep and often prolonged unconsciousness; usually the result of disease or injury|coma|coma|coma|coma|coma|comă|gjendje_kome
curiosity.n.01|a state in which you want to learn more about something|curiosity|curiosidad|curiosité|curiosità|Curiosidade|curiozitate|kureshtje
interest.n.01|a sense of concern with and curiosity about someone or something|interest|interés|intérêt|interesse|interesse|interes|interes
difficulty.n.02|a factor causing trouble in achieving a positive result or tending to produce a negative result|difficulty|dificultad|difficulté|difficoltà|dificuldade|dificultate|vështirësi
trouble.n.01|a source of difficulty|trouble|problema|difficulté|casino|dificuldade|necaz|hall
certainty.n.01|the state of being certain|certainty|certeza|certitude|certezza|certeza|securitate|siguri
assurance.n.01|freedom from doubt; belief in yourself and your abilities|assurance|aplomo|autorité|baldanza|altivez|încredere|bindje
doubt.n.01|the state of being unsure of something|doubt|duda|doute|dubbio|dúvida|dubiu|dyshim
concentration.n.05|complete attention; intense mental effort|concentration|concentración|absorption|concentrazione|concentração|concentrare|përqendrim
perception.n.03|the process of perceiving|perception|percepción|perception|percezione|Percepção|percepere|perceptim
sensation.n.01|an unelaborated elementary awareness of stimulation|sensation|aestesis|sensation|impressione|sensação|datsenzorial|ndjeshmëri
taste.n.01|the sensation that results when taste buds in the tongue and throat convey information about the chemical composition of a soluble stimulus|taste|gusto|goût|sapore|gosto|gust|ndjesi_shijimi
arrangement.n.03|an organized structure for arranging or classifying|arrangement|disposición|organisation|organizzazione|estrutura|aranjament|organizatë
configuration.n.01|an arrangement of parts or elements|configuration|configuración|configuration|configurazione|Configuração|configurație|konfiguracion
classification.n.03|the basic cognitive process of arranging into classes or categories|classification|clasificación|catégorisation|classificazione|Classificação|categorizare|kategorizoj
vogue.n.01|the popular taste at a given time|vogue|estilo|mode|tendenza|estilo|modă|modë
learning.n.01|the cognitive process of acquiring skill or knowledge|learning|adquisición|acquisition|apprendimento|aprendizagem|asimilare|mësim
experience.n.01|the accumulation of knowledge or skill that results from direct participation in events or activities|experience|experiencia|expérience|esperienza|experiência|experiență|experiencë
memory.n.02|the cognitive processes whereby past experience is remembered|memory|memoria|mémoire|memoria|memória|amintire|kujtesë
thinking.n.01|the process of using your mind to consider something carefully|thinking|meditación|cérébration|pensiero|Pensamento|cugetare|aktivitet_i_trurit
reasoning.n.01|thinking that is coherent and logical|reasoning|razonamiento|cogitation|ragionamento|Raciocinio|gândireabstractă|arsyetim
argumentation.n.02|a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning|argumentation|argumentación|argumentation|argomentazione|argumentação|argumentare|argument_logjik
choice.n.01|the person or thing chosen or selected|choice|elección|choix|scelta|escolha|alegere|përzgjedh
option.n.02|one of a number of things from which only one can be chosen|option|alternativa|alternative|alternativa|alternativa|alternativă|alternativë
possibility.n.04|a possible alternative|possibility|oportunidad|possibilité|possibilità|possibilidade|eventualitate|mundësi
planning.n.03|the cognitive process of thinking about what you will do in the event of something happening|planning|planificación|planification|pianificazione|Planejamento|planificare|planifikim
content.n.05|the sum or range of what has been perceived, discovered, or learned|content|contenido_mental|contenu|oggetto_mentale|objecto_mental|conținutcognitiv|kënaqësi
world.n.03|all of your experiences that determine how things appear to you|world|mundo|monde|mondo|mundo|lume|realitet
life.n.02|the experience of being alive; the course of human events and activities|life|existencia|existence|vita|vida|existență|jetesë
love.n.02|any object of warm affection or devotion|love|amor|Passion|amore|Paixão|iubire|dashuri
topic.n.02|some situation or event that is thought about|topic|asunto|problème|problema|assunto|chestiune|subjekt
area.n.02|a subject of study|area|campo|aire|ambito|terreno|domeniu|fushë
datum.n.01|an item of factual information derived from measurement or research|datum|dato|système_géodésique|dato|dado|dată|fakt
fact.n.01|a piece of information about circumstances that exist or events that have occurred|fact|evidencia|fait|elemento|facto|fapt|fakt
detail.n.01|an isolated fact that is considered separately from the whole|detail|detalle|détail|dettaglio|detalhe|amănunt|detaj
example.n.01|an item of information that is typical of a class or group|example|ejemplo|exemple|esempio|exemplo|exemplu|ilustrim
exception.n.02|an instance that does not conform to a rule or generalization|exception|excepción|exception|eccezione|excepção|abatere|përjashtim
sample.n.01|a small part of something intended as representative of the whole|sample|muestra|exemple|assaggio|amostra|eșantion|mostër
circumstance.n.03|information that should be kept in mind when making a decision|circumstance|circunstancia|circonstance|circostanza|circunstância|circumstanță|arsye
justification.n.01|something (such as a fact or circumstance) that shows an action to be reasonable or necessary|justification|justificación|défense|giustificazione|justificativa|justificare|justifikim
stimulation.n.02|any stimulating information or event; acts to arouse action|stimulation|estímulo|stimulation|leva|estimulante|imbold|stimuloj
concern.n.04|something or someone that causes anxiety; a source of unhappiness|concern|preocupación|ennui|affanno|preocupação|belea|merak
idea.n.01|the content of cognition; the main thing you are thinking about|idea|idea|idée|idea|Idéia|gând|ide
concept.n.01|an abstract or general idea inferred or derived from specific instances|concept|concepción|concept|concetto|Conceito|concept|formoj
judgment.n.01|an opinion formed by judging something|judgment|juicio|jugement|giudizio|ideia|concepție|gjykim
category.n.02|a general concept that marks divisions or coordinations in a conceptual scheme|category|categoría|catégorie|categoria|categoria|categorie|kategori
kind.n.01|a category of things distinguished by some common characteristic or quality|kind|clase|forme|carattere|categoria|fel|fare
type.n.01|a subdivision of a particular kind of thing|type|tipo|genre|tipi|classe|fel|tip
version.n.02|something a little different from others of the same type|version|variante|variante|variante|variante|variantă|variacion
style.n.03|a particular kind (as to appearance)|style|estilo|style|foggia|espécie|tip|stil
property.n.04|a construct whereby objects or individuals can be distinguished|property|cualidad|attribut|dimensione|atributos|caracteristică|atribut
quality.n.03|a characteristic property that defines the apparent individual nature of something|quality|calidad|caractère|caratteristica|qualidade|atribut|cilësi
feature.n.01|a prominent attribute or aspect of something|feature|característica|caractéristique|carattere|característica|caracteristică|karakteristikë
aspect.n.01|a distinct feature or element in a problem|aspect|faceta|aspect|aspetto|faceta|aspect|aspekt
abstraction.n.01|a concept or idea not associated with any specific instance|abstraction|abstracción|abstraction|astratto|Abstracto|abstract|abstraksion
sum.n.02|a quantity obtained by the addition of a group of numbers|sum|monto|montant|somma|montante|sumă|sasi
point.n.01|a geometric element that has position but no extension|point|punto|point|punto|ponto|punct|pikë
part.n.09|one of the portions into which something is regarded as divided and which together constitute a whole|part|división|division|PSEUDOGAP!|componente|parte|ndarje
end.n.05|a final part or section|end|fin|fin|conclusione|traseiro|final|skaj
component.n.01|an abstract part of something|component|componente|composant|componente|componente|component|constituent
whole.n.01|all of something including all its component elements or parts|whole|todo|ensemble|complesso|totalidade|tot|gjithë
law.n.04|a generalization that describes recurring facts or events in nature|law|ley|droit|legge|lei|lege|ligj
hypothesis.n.02|a tentative insight into the natural world; a concept that is not yet verified but that if true would explain certain facts or phenomena|hypothesis|hipótesis|hypothèse|ipotesi|hipótese|ipoteză|hipotezë
assumption.n.02|a hypothesis that is taken for granted|assumption|suposición|hypothèse|assunzione|hipótese|supoziție|hamendje
plan.n.01|a series of steps to be carried out or goals to be accomplished|plan|plan|plan|ideazione|concepção|plan|plan
scheme.n.01|an elaborate and systematic plan of action|scheme|estrategia|projet|schema|estratégia|plandeacțiune|skemë
meaning.n.02|the idea that is intended|meaning|sentido|sens|accezione|intenção|mesaj|kuptim
theme.n.02|a unifying idea that is a recurrent element in literary or artistic work|theme|motivo|guêpe|leitmotiv|ideia|motiv|motiv
kernel.n.03|the choicest or most essential or most vital part of some idea or experience|kernel|centro|centre|centro|centro|esență|thelb
wisdom.n.01|accumulated knowledge or erudition or enlightenment|wisdom|sabiduría|sagesse|saggezza|sabedoria|învățătură|mençuri
character.n.04|an actor's portrayal of someone in a play|character|figura|personnage|parte|papel|partitură|personazh
belief.n.01|any cognitive content held as true|belief|convicción|conviction|convinzione|Crença|certitudine|dogmë
conviction.n.01|an unshakable belief in something without need for proof or evidence|conviction|certeza|certitude|convincimento|certeza|certitudine|besim_i_fortë
faith.n.02|complete confidence in a person or plan etc|faith|confianza|confiance|fede|confiança|încredere|besim
doctrine.n.01|a belief (or system of beliefs) accepted as authoritative by some group or school|doctrine|doctrina|doctrine|dottrina|doutrina|doctrină|dotrinë
opinion.n.01|a personal belief or judgment that is not founded on proof or certainty|opinion|apreciación|avis|avviso|ideia|credință|ide
religion.n.01|a strong belief in a supernatural power or powers that control human destiny|religion|credo|foi|fede|Crença_religiosa|confesiune|besim
goal.n.01|the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it|goal|fin|but|fine|alvo|finalitate|qëllim
aim.n.02|the goal intended to be attained (and which is believed to be attainable)|aim|meta|cible|finalità|fim|obiect|objekt
education.n.02|knowledge acquired by learning and instruction|education|educación|éducation|cultura|educação|educație|arsim
experience.n.02|the content of direct observation or participation in an event|experience|experiencia|expérience|esperienza|experiência|experiență|përvojë
acculturation.n.02|all the knowledge and values shared by a society|acculturation|cultura|culture|cultura|aculturação|cultură|kulturë
theory.n.01|a well-substantiated explanation of some aspect of the natural world; an organized system of accepted knowledge that applies in a variety of circumstances to explain a specific set of phenomena|theory|teoría|théorie|teoria|teoria|teorie|teori
discipline.n.01|a branch of knowledge|discipline|area_de_jurisdicción|discipline|ambito|campo|domeniu|dega_e_studimit
science.n.01|a particular branch of scientific knowledge|science|ciencia|science|GAP!|ciência|disciplină|fushë_shkencore
natural_science.n.01|the sciences involved in the study of the physical world and its phenomena|natural_science|ciencias_naturales|sciences_naturelles|scienze_naturali|ciência|științelenaturii|shkencë_natyrore
mathematics.n.01|a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement|mathematics|ciencias_exactas|maths|matematica|Matematica|matematică|aritmetikë
biology.n.01|the science that studies living organisms|biology|biología|biologie|biologia|biologia|biologie|biologji
chemistry.n.01|the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions|chemistry|química|chimie|chimica|Quimica|chimie|kimi
physics.n.01|the science of matter and energy and their interactions|physics|física|Philosophie_naturelle|fisica|Fisica|fizică|fizika_e_përgjithshme
engineering.n.02|the discipline dealing with the art or science of applying scientific knowledge to practical problems|engineering|tecnología|ingénierie|ingegneria|Ciências_aplicadas|tehnologie|inxhinieri
psychology.n.01|the science of mental life|psychology|psicología|psychologie|psicologia|Psicólogos_por_nacionalidade|psihologie|psikologji
linguistics.n.01|the scientific study of language|linguistics|lingüística|linguistique|glottologia|Linguistica|lingvistică|gjuhësi
inclination.n.01|an attitude of mind especially one that favors one alternative over others|inclination|inclinación|tendance|tendenza|tendência|dispoziție|prirje
fanaticism.n.01|excessive intolerance of opposing views|fanaticism|fanatismo|fanatisme|fanatismo|Fanatismo|fanatism|fanatizem
respect.n.03|an attitude of admiration or esteem|respect|consideración|estime|rispetto|deferência|cinstire|respekt
position.n.03|a way of regarding situations or topics etc.|position|perspectiva|perspective|opinione|perspectiva|perspectivă|posicion
point_of_view.n.01|a mental position from which things are viewed|point_of_view|perspectiva|point_de_vue|angolazione|ponto_de_vista|perspectivă|pikveshtrim
political_orientation.n.01|an orientation that characterizes the thinking of a group or nation|political_orientation|ideología|idéologie|ideologia|ideologia|ideologie|drejtim_politike
transmission.n.02|communication by means of transmitted signals|transmission|transmisión|transmission|trasmissione|transmissão|transmisie|transmetim
communication.n.01|the activity of communicating; the activity of conveying information|communication|comunicación|communication|comunicazione|comunicado|comunicare|komunikim
message.n.01|a communication (usually brief) that is written or spoken or signaled|message|mensaje|message|comunicazione|mensagem|înștiințare|mesazh
sheet.n.02|paper used for writing or printing|sheet|cuartilla|feuille|carta|folha|coală|faqe
leaf.n.02|a sheet of any written or printed material (especially in a manuscript or book)|leaf|folio|feuille|foglio|folha|foaie|flete
page.n.01|one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pictorial matter it contains|page|página|page|facciata|escudeiro|față|faqe
mail.n.02|the system whereby messages are transmitted via the post office|mail|correo_postal|poste|posta|correio|poștă|korespondence
newspaper.n.01|a daily or weekly publication on folded sheets; contains news and articles and advertisements|newspaper|diario|journal|giornale|Jornal|gazetă|gazetë
article.n.01|nonfictional prose forming an independent part of a publication|article|artículo|article|articolo|artigo|articol|artikull
language.n.01|a systematic means of communicating by the use of sounds or conventional symbols|language|lenguaje|langage|idioma|discurso|limbaj|gjuhe
word.n.01|a unit of language that native speakers can identify|word|palabra|mot|parola|palavra|cuvânt|fjale
form.n.01|the phonological or orthographic sound or appearance of a word that can be used to describe or identify something|form|forma|forme|forma|forma_flexionada|expresie|forma_e_fjalës
syllable.n.01|a unit of spoken language larger than a phoneme|syllable|sílaba|syllabe|sillaba|sílaba|silabă|rrokje
person.n.03|a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party|person|persona|besoin|persona|pessoa|persoană|person
name.n.01|a language unit by which a person or thing is known|name|nombre|dénomination|appellativo|antenome|denumire|emër
surname.n.01|the name used to identify the members of a family (as distinguished from each member's given name)|surname|apellido|nom_de_famille|casato|apelido|nume|emri_i_familje
appellation.n.01|identifying word or words by which someone or something is called and classified or distinguished from others|appellation|denominación|appellation|appellativo|antenome|apelativ|nënkuptim
writing.n.02|the work of a writer; anything expressed in letters of the alphabet (especially when considered from the point of view of style and effect)|writing|escrito|écriture|materiale_scritto|documentos|scriere|flete_shkrim
prose.n.01|ordinary writing as distinguished from verse|prose|prosa|prose|prosa|prosa|proză|proze
poem.n.01|a composition written in metrical feet forming rhythmical lines|poem|poema|poème|poema|poema|poezie|poem
section.n.01|a self-contained part of a larger composition (written or musical)|section|apartado|partie|articolo|capítulo|secțiune|nënndarje
conclusion.n.08|the last section of a communication|conclusion|cierre|conclusion|chiusa|conclusão|concluzie|fundi
inscription.n.01|letters inscribed (especially words engraved or carved) on something|inscription|inscripción|caractère|iscrizione|inscrição|inscripție|gdhendje_me_shkronja
book.n.01|a written work or composition that has been published (printed on pages bound together)|book|libro|livre|libro|livro|carte|libër
number.n.08|a numeral or string of numerals that is used for identification|number|número|numéro|numero|número|codnumeric|numër
phone_number.n.01|the number is used in calling a particular telephone|phone_number|número|numéro|numero|número|număr|numër
document.n.01|writing that provides information (especially information of an official nature)|document|documentación|document|atto|documentação|act|dokument
list.n.01|a database containing an ordered array of items (names or topics)|list|lista|liste|elenco|lista|inventar|liste
item.n.01|a distinct part that can be specified separately in a group of things that could be enumerated on a list|item|punto|point|voce|item|articol|artikull
menu.n.01|a list of dishes available at a restaurant|menu|carta|carte|carta|cardápio|listădebucate|faturë_pagesë
history.n.02|a record or narrative description of past events|history|crónica|chronique|cronaca|Crónica|istorie|histori
biography.n.01|an account of the series of events making up a person's life|biography|biografía|biographie|biografia|Biógrafos|biografie|biografi
act.n.01|a legal document codifying the result of deliberations of a committee or society or legislative body|act|acta|acte|atto|ato|hotărâre|dekret
law.n.02|legal document setting forth rules governing a particular kind of activity|law|ley|droit|legge|actos_legislativos|lege|drejtesi
fundamental_law.n.01|law determining the fundamental political principles of a government|fundamental_law|constitución|constitution|costituzione|Constituição|constituție|kushtetutë
legislation.n.01|law enacted by a legislative body|legislation|legislación|loi|legislazione|legislação|legislație|dekret_ligji
decree.n.01|a legally binding command or decision entered on the court record (as if issued by a court or judge)|decree|auto|décret|commessa|acta|decret|dekret
program.n.07|(computer science) a sequence of instructions that a computer can interpret and execute|program|programa|programme|programma|Programa_de_Computador|cod|emision
publication.n.01|a copy of a printed work offered for distribution|publication|publicación|publication|pubblicazione|edição|publicație|publikim
periodical.n.01|a publication that appears at fixed intervals|periodical|periódico|journal|periodico|jornal|periodic|periodike
issue.n.02|one of a series published periodically|issue|ejemplar|numéro|fascicolo|número|număr|botim
subject.n.01|the subject matter of a conversation or discussion|subject|asunto|matière|argomento|assunto|subiect|subjekt
meaning.n.01|the message that is intended or expressed or signified|meaning|significación|importance|senso|intenção|miez|domethënie
movie.n.01|a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement|movie|película|film|film|cinema|film|ekspozim_pikturë
broadcast.n.02|a radio or television show|broadcast|emisión|programme|programma|emissão|emisiune|emision
telegram.n.01|a message transmitted by telegraph|telegram|cable|télégramme|telegramma|telegrama|depeșă|telegraf
letter.n.01|a written message addressed to a person or organization|letter|carta|lettre|lettera|carta|epistolie|leter
greeting.n.01|(usually plural) an acknowledgment or expression of good will (especially on meeting)|greeting|saludo|salut|augurio|saudação|salut|përshëndetje
information.n.01|a message received and understood|information|información|info|informazione|informação|informație|informacion
material.n.02|information (data or ideas or observations) that can be used or reworked into a finished form|material|material|matière|materiale|materiais|material|material
evidence.n.02|an indication that makes something evident|evidence|evidencia|preuve|evidenza|evidência|dovadă|dëshmi
record.n.01|anything (such as a document or a phonograph record or a photograph) providing permanent evidence of or information about past events|record|constancia|enregistrement|registrazione|registro|mărturie|rekord
policy.n.02|a line of argument rationalizing the course of action of a government|policy|política|police|politica|política|politică|polici
advice.n.01|a proposal for an appropriate course of action|advice|advertencia|avis|avviso|assessoramento|povață|këshillë
news.n.02|information reported in a newspaper or news magazine|news|noticia|actualité|annuncio|artigo|știre|lajme
guarantee.n.01|a written assurance that some product or service will be provided or will meet certain specifications|guarantee|garantía|garantie|certificato_di_diritto_di_opzione|Garantia|certificatdegaranție|autorizim
approval.n.04|a message expressing a favorable opinion|approval|aprobación|agrément|approvazione|aplauso|aprobare|aprovim
statement.n.01|a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc|statement|afirmación|déclaration|attestazione|Descrição|afirmație|formulim
description.n.01|a statement that represents something in words|description|descripción|description|descrizione|descrição|descriere|përshkrim
declaration.n.01|a statement that is emphatic and explicit (spoken or written)|declaration|afirmación|déclaration|dichiarazione|asserção|declarație|deklarate
explanation.n.01|a statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.|explanation|explicación|compte|chiarificazione|explanação|clarificare|llogari
answer.n.01|a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation|answer|respuesta|conséquence|replica|resposta|replică|kundërpërgjigje
remark.n.01|a statement that expresses a personal opinion or belief or adds information|remark|comentario|commentaire|apprezzamento|Comment_Tag|comentariu|koment
signal.n.01|any nonverbal action or gesture that encodes a message|signal|señal|signal|cenno|Sinalização_telefônica|semnal|shenjë
poster.n.01|a sign posted in a public place as an advertisement|poster|anuncio|affiche|affiche|anúncio|afiș|afishe
mark.n.06|a symbol of disgrace or infamy; --Genesis|mark|estigma|marque|marchio|estigma|stigmat|njolle
token.n.01|an individual instance of a type of symbol|token|señal|occurence|segno|selo|instanțiere|kujtim
indication.n.01|something that serves to indicate or suggest|indication|indicación|indication|accenno|agouro|indicație|shenje
symbol.n.01|an arbitrary sign (written or printed) that has acquired a conventional significance|symbol|símbolo|symbole|segno|Simbolo|simbol|simbol
numeral.n.01|a symbol used to represent a number|numeral|cifra|chiffre|cifra|numeral|cifră|numerik
mark.n.10|a written or printed symbol (as for punctuation)|mark|signo|marque|segno|marco|semn|shenjë
character.n.08|a written symbol that is used to represent speech|character|carácter|caractère|carattere|grafema|grafem|karakter
letter.n.02|the conventional characters of the alphabet used to represent speech|letter|carácter|lettre|carattere|caracter|literă|shkronja_alfabeti
trade_name.n.01|a name given to a product or service|trade_name|marca|marque|marca|nome_comercial|marcă|emër_profesion
sign.n.09|a gesture that is part of a sign language|sign|gesto|signe|segno|gesto|semn|shenjë
gesture.n.02|the use of movements (especially of the hands) to communicate familiar or prearranged signals|gesture|ademán|geste|gesticolazione|Gesto|gesticulare|gjest
demonstration.n.05|a visual presentation showing how something works|demonstration|demostración|démo|dimostrazione|demo|demonstrație|demostrim
expression.n.02|expression without words|expression|expresión|express|espressione|manifestação|expresie|manifestim
emblem.n.02|a visible symbol representing an abstract idea|emblem|divisa|allégorie|emblema|emblema|emblemă|alegori
performance.n.01|a dramatic or musical entertainment|performance|actuación|exécution|esibizione|atuação|reprezentație|performance
act.n.04|a short theatrical performance that is part of a longer program|act|número|acte|numero|número|număr|akt
concert.n.01|a performance of music by players or singers not involving theatrical staging|concert|concierto|concert|concerto|Concertos|concert|koncert
natural_language.n.01|a human written or spoken language used by a community; opposed to e.g. a computer language|natural_language|idioma|langue|lingua|Lingua_natural|limbaj|gjuhe
artwork.n.01|photographs or other visual representations in a printed publication|artwork|gráfico|art|materiale_illustrativo|arte|grafică|art
curve.n.02|a line on a graph representing data|curve|curva|courbe|curva|Curvas|curbă|kthese
dramaturgy.n.01|the art of writing and producing plays|dramaturgy|teatro|dramaturgie|drammaturgia|Dramaturgia|artădramatică|arenë
line.n.05|text consisting of a row of words written across a page or computer screen|line|frase|ligne|riga|linha|linie|resht
music.n.01|an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner|music|música|musique|musica|música|muzică|muzikë
musical_composition.n.01|a musical work that has been created|musical_composition|composición|composition|componimento|Composição_Musical|bucată|fragment
song.n.01|a short musical composition with words|song|canción|chanson|canzone|Canções|cântec|këngë
marching_music.n.01|genre of music written for marching|marching_music|marcha|marche|marcia|Marcha|marș|marshim
expressive_style.n.01|a way of expressing something (in language or art or music etc.) that is characteristic of a particular person or group of people or period|expressive_style|estilo|manière|stile|discurso|stil|stil
speech.n.02|(language) communication by word of mouth|speech|comunicación_oral|langage|lingua|idioma|comunicareorală|gjuhe
voice.n.02|the sound made by the vibration of vocal folds modified by the resonance of the vocal tract|voice|fonación|phonation|voce|Voz_humana|glas|vokalice
phone.n.02|(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language|phone|sonido|phone|fono|fone|sunet|telefon
conversation.n.01|the use of speech for informal exchange of views or ideas or information etc.|conversation|conversación|conversation|chiacchierata|conversa|conversație|bisedë
discussion.n.01|an extended communication (often interactive) dealing with some particular topic|discussion|discurso|discours|disputazione|Discursos|dezbatere|diskutim
expression.n.03|the communication (in speech or writing) of your beliefs or opinions|expression|expresión|expression|espressione|expressão|expresie|shprehi
discussion.n.02|an exchange of views on some topic|discussion|debate|discussion|dibattito|debate|discuție|diskutim
argument.n.03|a discussion in which reasons are advanced for and against some proposition or proposal|argument|debate|argument|contraddittorio|debate|dezbatere|argument
negotiation.n.01|a discussion intended to produce an agreement|negotiation|gestión|dialogue|contrattazione|Negociação|negociație|bisedim
saying.n.01|a word or phrase that particular people use in particular situations|saying|expresión|dicton|detto|ditado|expresie|mënyrë_te_foluri
idiom.n.04|an expression whose meanings cannot be inferred from the meanings of the words that make it up|idiom|modismo|expression|espressione_idiomatica|ditado|expresie|frazë
proposal.n.03|the act of making a proposal|proposal|proposición|offre|offerta|proposição|propunere|ofertë
proposal.n.01|something proposed (such as a plan or assumption)|proposal|proposición|propos|proposta|fornecimento_(comércio)|propunere|propozim
order.n.01|(often plural) a command given by a superior (e.g., a military or law enforcement officer) that must be obeyed|order|orden|ordre|comando|ordem|comandă|urdhër
disagreement.n.03|the speech act of disagreeing or arguing or disputing|disagreement|desacuerdo|désaccord|dissenso|desacordo|conflict|mosmarrëveshje
dispute.n.01|a disagreement or argument about something important|dispute|discusión|conflit|bega|controvérsia|conflict|debat
invitation.n.01|a request (spoken or written) to participate or be present or take part in something|invitation|invitación|invitation|invito|apelo|invitație|ftese
entreaty.n.01|earnest or urgent request|entreaty|imploración|appel|preghiera|apelo|apel|apel
prayer.n.02|reverent petition to a deity|prayer|comunión|oraison|preghiera|oração|rugă|dëshirë
benediction.n.02|a ceremonial prayer invoking divine protection|benediction|bendición|bénédiction|benedizione|bênção|bendicțiune|bekim
question.n.01|an instance of questioning|question|consulta|question|domanda|indagação|chestiune|dyshim
examination.n.02|a set of questions or exercises evaluating skill or knowledge|examination|examen|examen|compito_in_classe|exame|subiect|ekzaminim
reply.n.02|the speech act of continuing a conversational exchange|reply|contestación|réponse|risposta|resposta|replică|kundërpërgjigje
description.n.02|the act of describing something|description|descripción|description|descrizione|descrição|descriere|përshkrim
disavowal.n.01|denial of any connection with or knowledge of|disavowal|descargo_de_responsabilidad|abjuration|disconoscimento|negação|nerecunoaștere|mospranim
retraction.n.01|a disavowal or taking back of a previous assertion|retraction|abjuración|abjuration|ritrattazione|abjuração|retractare|heq_dore
objection.n.02|the speech act of objecting|objection|objeción|objection|antimilitarismo|objeção|obiecție|kundërshtim
complaint.n.03|an expression of grievance or resentment|complaint|protesta|plainte|doglianza|queixa|plângere|ankim
disclosure.n.01|the speech act of making something evident|disclosure|descubrimiento|révélation|palesamento|revelação|dezvăluire|demaskim
report.n.01|a written document describing the findings of some individual or group|report|estudio|rapport|rapporto|relato|lucrare|raport_i_shkruar
anecdote.n.01|short account of an incident (especially a biographical one)|anecdote|anécdota|anecdote|aneddoto|anedota|peripeție|anekdotë
gossip.n.02|a report (often malicious) about the behavior of other people|gossip|murmuración|cancan|chiacchiera|bisbilhotice|bârfeală|koment
promise.n.01|a verbal commitment by one person to another agreeing to do (or not to do) something in the future|promise|promesa|promesse|impegno|promessa|cuvânt|premtim
indication.n.02|the act of indicating or pointing out by name|indication|indicación|indication|indicazione|denotação|arătare|shenjë
address.n.03|the act of delivering a formal spoken communication to an audience|address|discurso|adresse|allocuzione|discurso|cuvântare|adresë
lecture.n.01|a speech that is open to the public|lecture|charla|parler|conferenza|preleção|conferințăpublică|bisedim
weapon.n.02|a means of persuading or arguing|weapon|arma|arme|arma|arma|armă|arme
marker.n.02|a distinguishing symbol|marker|marca|marquage|contrassegno|marca|semndistinctiv|gjurmë
happening.n.01|an event that happens|happening|acontecimiento|événement|accadimento|acontecimento|caz|event
experience.n.03|an event as apprehended|experience|experiencia|expérience|esperienza|experiência|experiență|eksperiencë
trouble.n.03|an event causing distress or pain|trouble|dificultad|difficulté|briga|problema|necaz|telash
episode.n.01|a happening that is distinctive in a series of related events|episode|episodio|épisode|episodio|episódio|episod|episode
eventuality.n.01|a possible event or occurrence or result|eventuality|evento|possibilité|evenienza|acontecimento|eventualitate|eventualisht
beginning.n.01|the event consisting of the start of something|beginning|comienzo|début|albori|começo|debut|fillim
result.n.03|something that results|result|consecuencia|dénouement|conclusione|placar|rezultat|dalje
consequence.n.02|the outcome of an event especially as relative to an individual|consequence|consecuencia|conséquence|conseguenza|conseqüência|consecință|pasoje
change.n.01|an event that occurs when something passes from one state or phase to another|change|alteración|altération|alterazione|alteração|devenire|alternim
